word,video_file,landmarks_file,landmarks_hands_only_file,num_frames,avg_landmarks,valid_frame_ratio,signer_id,avg_hands_detected,both_hands_ratio,one_hand_ratio,no_hand_ratio,quality_score,status
TU,data/raw_videos/TU/TU_rep_3_125818.mp4,data/landmarks/TU/TU_rep_3_125818.npy,data/landmarks_hands_only/TU/TU_rep_3_125818.npy,60,51.2,0.8666666666666667,0,0.8666666666666667,0.0,0.8666666666666667,0.1333333333333333,0.9407407407407408,ACCEPT
YO,data/raw_videos/YO/YO_rep_0_115007.mp4,data/landmarks/YO/YO_rep_0_115007.npy,data/landmarks_hands_only/YO/YO_rep_0_115007.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
NO,data/raw_videos/NO/NO_rep_0_110341.mp4,data/landmarks/NO/NO_rep_0_110341.npy,data/landmarks_hands_only/NO/NO_rep_0_110341.npy,60,52.25,0.9166666666666666,0,0.9166666666666666,0.0,0.9166666666666666,0.0833333333333333,0.962962962962963,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_1_105711.mp4,data/landmarks/COMER/COMER_rep_1_105711.npy,data/landmarks_hands_only/COMER/COMER_rep_1_105711.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_114132 copy.mp4,data/landmarks/AYUDA/AYUDA_rep_0_114132 copy.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_114132 copy.npy,60,74.3,1.0,0,1.9666666666666663,0.9666666666666668,0.0333333333333333,0.0,0.9911666666666666,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_1_105846.mp4,data/landmarks/COMER/COMER_rep_1_105846.npy,data/landmarks_hands_only/COMER/COMER_rep_1_105846.npy,60,51.55,0.8833333333333333,0,0.8833333333333333,0.0,0.8833333333333333,0.1166666666666666,0.948148148148148,ACCEPT
SI,data/raw_videos/SI/SI_rep_0_111257.mp4,data/landmarks/SI/SI_rep_0_111257.npy,data/landmarks_hands_only/SI/SI_rep_0_111257.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_0_124251.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_0_124251.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_0_124251.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
NO,data/raw_videos/NO/NO_rep_2_154531.mp4,data/landmarks/NO/NO_rep_2_154531.npy,data/landmarks_hands_only/NO/NO_rep_2_154531.npy,60,51.2,0.8666666666666667,0,0.8666666666666667,0.0,0.8666666666666667,0.1333333333333333,0.9407407407407408,ACCEPT
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_1_113739.mp4,data/landmarks/GRACIAS/GRACIAS_rep_1_113739.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_1_113739.npy,60,72.2,0.9333333333333332,0,1.8666666666666667,0.9333333333333332,0.0,0.0666666666666666,0.9646666666666668,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_0_121711.mp4,data/landmarks/HOLA/HOLA_rep_0_121711.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_121711.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
NO,data/raw_videos/NO/NO_rep_3_110428.mp4,data/landmarks/NO/NO_rep_3_110428.npy,data/landmarks_hands_only/NO/NO_rep_3_110428.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_2_124150.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_2_124150.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_2_124150.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
SI,data/raw_videos/SI/SI_rep_0_110805.mp4,data/landmarks/SI/SI_rep_0_110805.npy,data/landmarks_hands_only/SI/SI_rep_0_110805.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_3_105906.mp4,data/landmarks/COMER/COMER_rep_3_105906.npy,data/landmarks_hands_only/COMER/COMER_rep_3_105906.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_0_114301.mp4,data/landmarks/HOLA/HOLA_rep_0_114301.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_114301.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_0_105248.mp4,data/landmarks/BANIO/BANIO_rep_0_105248.npy,data/landmarks_hands_only/BANIO/BANIO_rep_0_105248.npy,60,52.25,0.9166666666666666,0,0.9166666666666666,0.0,0.9166666666666666,0.0833333333333333,0.962962962962963,ACCEPT
TU,data/raw_videos/TU/TU_rep_1_125805.mp4,data/landmarks/TU/TU_rep_1_125805.npy,data/landmarks_hands_only/TU/TU_rep_1_125805.npy,60,51.55,0.8833333333333333,0,0.8833333333333333,0.0,0.8833333333333333,0.1166666666666666,0.948148148148148,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_3_112638.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_3_112638.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_3_112638.npy,60,58.2,1.0,0,1.2,0.2,0.8,0.0,1.0,ACCEPT
TU,data/raw_videos/TU/TU_rep_1_115115.mp4,data/landmarks/TU/TU_rep_1_115115.npy,data/landmarks_hands_only/TU/TU_rep_1_115115.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_2_114553.mp4,data/landmarks/HOLA/HOLA_rep_2_114553.npy,data/landmarks_hands_only/HOLA/HOLA_rep_2_114553.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_1_110121.mp4,data/landmarks/HOLA/HOLA_rep_1_110121.npy,data/landmarks_hands_only/HOLA/HOLA_rep_1_110121.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_143403.mp4,data/landmarks/AYUDA/AYUDA_rep_0_143403.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_143403.npy,60,72.2,1.0,0,1.8666666666666667,0.8666666666666667,0.1333333333333333,0.0,0.9646666666666668,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_2_115815.mp4,data/landmarks/COMER/COMER_rep_2_115815.npy,data/landmarks_hands_only/COMER/COMER_rep_2_115815.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
NO,data/raw_videos/NO/NO_rep_1_110416.mp4,data/landmarks/NO/NO_rep_1_110416.npy,data/landmarks_hands_only/NO/NO_rep_1_110416.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_2_120822.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_2_120822.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_2_120822.npy,60,51.55,0.8833333333333333,0,0.8833333333333333,0.0,0.8833333333333333,0.1166666666666666,0.948148148148148,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_0_120735.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_0_120735.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_0_120735.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_1_115655.mp4,data/landmarks/COMER/COMER_rep_1_115655.npy,data/landmarks_hands_only/COMER/COMER_rep_1_115655.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
NO,data/raw_videos/NO/NO_rep_3_120113.mp4,data/landmarks/NO/NO_rep_3_120113.npy,data/landmarks_hands_only/NO/NO_rep_3_120113.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_1_113601.mp4,data/landmarks/GRACIAS/GRACIAS_rep_1_113601.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_1_113601.npy,60,72.55,0.9833333333333332,0,1.8833333333333333,0.9,0.0833333333333333,0.0166666666666666,0.9690833333333332,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_2_110052.mp4,data/landmarks/HOLA/HOLA_rep_2_110052.npy,data/landmarks_hands_only/HOLA/HOLA_rep_2_110052.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
TU,data/raw_videos/TU/TU_rep_0_115207.mp4,data/landmarks/TU/TU_rep_0_115207.npy,data/landmarks_hands_only/TU/TU_rep_0_115207.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_1_112825.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_1_112825.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_1_112825.npy,60,51.9,0.9,0,0.9,0.0,0.9,0.1,0.9555555555555556,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_0_143735.mp4,data/landmarks/BANIO/BANIO_rep_0_143735.npy,data/landmarks_hands_only/BANIO/BANIO_rep_0_143735.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_114132.mp4,data/landmarks/AYUDA/AYUDA_rep_0_114132.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_114132.npy,60,71.85,1.0,0,1.85,0.85,0.15,0.0,0.96025,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_0_105346.mp4,data/landmarks/BANIO/BANIO_rep_0_105346.npy,data/landmarks_hands_only/BANIO/BANIO_rep_0_105346.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_1_143742.mp4,data/landmarks/BANIO/BANIO_rep_1_143742.npy,data/landmarks_hands_only/BANIO/BANIO_rep_1_143742.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
SI,data/raw_videos/SI/SI_rep_0_120351.mp4,data/landmarks/SI/SI_rep_0_120351.npy,data/landmarks_hands_only/SI/SI_rep_0_120351.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_0_105100.mp4,data/landmarks/BANIO/BANIO_rep_0_105100.npy,data/landmarks_hands_only/BANIO/BANIO_rep_0_105100.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_0_121017.mp4,data/landmarks/GRACIAS/GRACIAS_rep_0_121017.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_0_121017.npy,60,72.2,1.0,0,1.8666666666666667,0.8666666666666667,0.1333333333333333,0.0,0.9646666666666668,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_1_124439.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_1_124439.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_1_124439.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
SI,data/raw_videos/SI/SI_rep_1_111303.mp4,data/landmarks/SI/SI_rep_1_111303.npy,data/landmarks_hands_only/SI/SI_rep_1_111303.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_2_115541.mp4,data/landmarks/BANIO/BANIO_rep_2_115541.npy,data/landmarks_hands_only/BANIO/BANIO_rep_2_115541.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
SI,data/raw_videos/SI/SI_rep_1_111227.mp4,data/landmarks/SI/SI_rep_1_111227.npy,data/landmarks_hands_only/SI/SI_rep_1_111227.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
SI,data/raw_videos/SI/SI_rep_0_111138.mp4,data/landmarks/SI/SI_rep_0_111138.npy,data/landmarks_hands_only/SI/SI_rep_0_111138.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
NO,data/raw_videos/NO/NO_rep_2_154444.mp4,data/landmarks/NO/NO_rep_2_154444.npy,data/landmarks_hands_only/NO/NO_rep_2_154444.npy,60,50.85,0.85,0,0.85,0.0,0.85,0.15,0.9333333333333332,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_1_143855.mp4,data/landmarks/BANIO/BANIO_rep_1_143855.npy,data/landmarks_hands_only/BANIO/BANIO_rep_1_143855.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
YO,data/raw_videos/YO/YO_rep_1_125431.mp4,data/landmarks/YO/YO_rep_1_125431.npy,data/landmarks_hands_only/YO/YO_rep_1_125431.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_3_124459.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_3_124459.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_3_124459.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_2_114312.mp4,data/landmarks/AYUDA/AYUDA_rep_2_114312.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_2_114312.npy,60,73.6,0.9666666666666668,0,1.9333333333333331,0.9666666666666668,0.0,0.0333333333333333,0.9823333333333332,ACCEPT
TU,data/raw_videos/TU/TU_rep_2_115150.mp4,data/landmarks/TU/TU_rep_2_115150.npy,data/landmarks_hands_only/TU/TU_rep_2_115150.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_0_113727.mp4,data/landmarks/GRACIAS/GRACIAS_rep_0_113727.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_0_113727.npy,60,72.9,0.9666666666666668,0,1.9,0.9333333333333332,0.0333333333333333,0.0333333333333333,0.9735,ACCEPT
SI,data/raw_videos/SI/SI_rep_1_120358.mp4,data/landmarks/SI/SI_rep_1_120358.npy,data/landmarks_hands_only/SI/SI_rep_1_120358.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
SI,data/raw_videos/SI/SI_rep_3_111246.mp4,data/landmarks/SI/SI_rep_3_111246.npy,data/landmarks_hands_only/SI/SI_rep_3_111246.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_1_113839.mp4,data/landmarks/GRACIAS/GRACIAS_rep_1_113839.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_1_113839.npy,60,74.3,0.9833333333333332,0,1.9666666666666663,0.9833333333333332,0.0,0.0166666666666666,0.9911666666666664,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_0_143659.mp4,data/landmarks/BANIO/BANIO_rep_0_143659.npy,data/landmarks_hands_only/BANIO/BANIO_rep_0_143659.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_1_105613.mp4,data/landmarks/COMER/COMER_rep_1_105613.npy,data/landmarks_hands_only/COMER/COMER_rep_1_105613.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_2_112632.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_2_112632.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_2_112632.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
NO,data/raw_videos/NO/NO_rep_0_110550.mp4,data/landmarks/NO/NO_rep_0_110550.npy,data/landmarks_hands_only/NO/NO_rep_0_110550.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_3_114108 copy.mp4,data/landmarks/AYUDA/AYUDA_rep_3_114108 copy.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_3_114108 copy.npy,60,74.3,1.0,0,1.9666666666666663,0.9666666666666668,0.0333333333333333,0.0,0.9911666666666666,ACCEPT
YO,data/raw_videos/YO/YO_rep_2_114954.mp4,data/landmarks/YO/YO_rep_2_114954.npy,data/landmarks_hands_only/YO/YO_rep_2_114954.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
TU,data/raw_videos/TU/TU_rep_2_111509.mp4,data/landmarks/TU/TU_rep_2_111509.npy,data/landmarks_hands_only/TU/TU_rep_2_111509.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_3_105042.mp4,data/landmarks/BANIO/BANIO_rep_3_105042.npy,data/landmarks_hands_only/BANIO/BANIO_rep_3_105042.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_2_112831.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_2_112831.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_2_112831.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_120525 copy.mp4,data/landmarks/AYUDA/AYUDA_rep_0_120525 copy.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_120525 copy.npy,60,73.25,0.9833333333333332,0,1.9166666666666667,0.9333333333333332,0.05,0.0166666666666666,0.9779166666666664,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_3_110215.mp4,data/landmarks/HOLA/HOLA_rep_3_110215.npy,data/landmarks_hands_only/HOLA/HOLA_rep_3_110215.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_1_115504.mp4,data/landmarks/BANIO/BANIO_rep_1_115504.npy,data/landmarks_hands_only/BANIO/BANIO_rep_1_115504.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
SI,data/raw_videos/SI/SI_rep_1_110811.mp4,data/landmarks/SI/SI_rep_1_110811.npy,data/landmarks_hands_only/SI/SI_rep_1_110811.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
YO,data/raw_videos/YO/YO_rep_1_112026.mp4,data/landmarks/YO/YO_rep_1_112026.npy,data/landmarks_hands_only/YO/YO_rep_1_112026.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
NO,data/raw_videos/NO/NO_rep_2_110354.mp4,data/landmarks/NO/NO_rep_2_110354.npy,data/landmarks_hands_only/NO/NO_rep_2_110354.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_1_115809.mp4,data/landmarks/COMER/COMER_rep_1_115809.npy,data/landmarks_hands_only/COMER/COMER_rep_1_115809.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_0_121406.mp4,data/landmarks/HOLA/HOLA_rep_0_121406.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_121406.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_0_110225.mp4,data/landmarks/HOLA/HOLA_rep_0_110225.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_110225.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
YO,data/raw_videos/YO/YO_rep_0_114831.mp4,data/landmarks/YO/YO_rep_0_114831.npy,data/landmarks_hands_only/YO/YO_rep_0_114831.npy,60,51.9,0.9,0,0.9,0.0,0.9,0.1,0.9555555555555556,ACCEPT
SI,data/raw_videos/SI/SI_rep_2_111157.mp4,data/landmarks/SI/SI_rep_2_111157.npy,data/landmarks_hands_only/SI/SI_rep_2_111157.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_1_105810.mp4,data/landmarks/COMER/COMER_rep_1_105810.npy,data/landmarks_hands_only/COMER/COMER_rep_1_105810.npy,60,52.6,0.9166666666666666,0,0.9333333333333332,0.0166666666666666,0.9,0.0833333333333333,0.9662037037037036,ACCEPT
YO,data/raw_videos/YO/YO_rep_2_112315.mp4,data/landmarks/YO/YO_rep_2_112315.npy,data/landmarks_hands_only/YO/YO_rep_2_112315.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_1_140822.mp4,data/landmarks/COMER/COMER_rep_1_140822.npy,data/landmarks_hands_only/COMER/COMER_rep_1_140822.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_0_105502.mp4,data/landmarks/BANIO/BANIO_rep_0_105502.npy,data/landmarks_hands_only/BANIO/BANIO_rep_0_105502.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_2_120748.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_2_120748.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_2_120748.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
NO,data/raw_videos/NO/NO_rep_1_110347.mp4,data/landmarks/NO/NO_rep_1_110347.npy,data/landmarks_hands_only/NO/NO_rep_1_110347.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_2_105515.mp4,data/landmarks/BANIO/BANIO_rep_2_105515.npy,data/landmarks_hands_only/BANIO/BANIO_rep_2_105515.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_0_114603.mp4,data/landmarks/HOLA/HOLA_rep_0_114603.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_114603.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
NO,data/raw_videos/NO/NO_rep_0_154730.mp4,data/landmarks/NO/NO_rep_0_154730.npy,data/landmarks_hands_only/NO/NO_rep_0_154730.npy,60,51.55,0.8833333333333333,0,0.8833333333333333,0.0,0.8833333333333333,0.1166666666666666,0.948148148148148,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_143149.mp4,data/landmarks/AYUDA/AYUDA_rep_0_143149.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_143149.npy,60,73.25,1.0,0,1.9166666666666667,0.9166666666666666,0.0833333333333333,0.0,0.9779166666666664,ACCEPT
SI,data/raw_videos/SI/SI_rep_1_154135.mp4,data/landmarks/SI/SI_rep_1_154135.npy,data/landmarks_hands_only/SI/SI_rep_1_154135.npy,60,52.25,0.9166666666666666,0,0.9166666666666666,0.0,0.9166666666666666,0.0833333333333333,0.962962962962963,ACCEPT
SI,data/raw_videos/SI/SI_rep_1_154025.mp4,data/landmarks/SI/SI_rep_1_154025.npy,data/landmarks_hands_only/SI/SI_rep_1_154025.npy,60,51.2,0.8666666666666667,0,0.8666666666666667,0.0,0.8666666666666667,0.1333333333333333,0.9407407407407408,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_0_105659.mp4,data/landmarks/COMER/COMER_rep_0_105659.npy,data/landmarks_hands_only/COMER/COMER_rep_0_105659.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_0_143842.mp4,data/landmarks/BANIO/BANIO_rep_0_143842.npy,data/landmarks_hands_only/BANIO/BANIO_rep_0_143842.npy,60,51.9,0.9,0,0.9,0.0,0.9,0.1,0.9555555555555556,ACCEPT
TU,data/raw_videos/TU/TU_rep_1_115213.mp4,data/landmarks/TU/TU_rep_1_115213.npy,data/landmarks_hands_only/TU/TU_rep_1_115213.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_1_105411.mp4,data/landmarks/BANIO/BANIO_rep_1_105411.npy,data/landmarks_hands_only/BANIO/BANIO_rep_1_105411.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_0_123522.mp4,data/landmarks/GRACIAS/GRACIAS_rep_0_123522.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_0_123522.npy,60,71.5,0.9333333333333332,0,1.8333333333333333,0.9,0.0333333333333333,0.0666666666666666,0.9558333333333332,ACCEPT
SI,data/raw_videos/SI/SI_rep_1_110846.mp4,data/landmarks/SI/SI_rep_1_110846.npy,data/landmarks_hands_only/SI/SI_rep_1_110846.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
