word,video_file,landmarks_file,landmarks_hands_only_file,num_frames,avg_landmarks,valid_frame_ratio,signer_id,avg_hands_detected,both_hands_ratio,one_hand_ratio,no_hand_ratio,quality_score,status,is_augmented,augmentation_type
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_1_113645.mp4,data/landmarks/GRACIAS/GRACIAS_rep_1_113645.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_1_113645.npy,60,73.25,0.9666666666666668,0,1.9166666666666667,0.95,0.0166666666666666,0.0333333333333333,0.9779166666666668,ACCEPT,False,original
NO,data/raw_videos/NO/NO_rep_1_110556.mp4,data/landmarks/NO/NO_rep_1_110556_aug_0.npy,data/landmarks_hands_only/NO/NO_rep_1_110556_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_3_113758.mp4,data/landmarks/GRACIAS/GRACIAS_rep_3_113758.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_3_113758.npy,60,73.6,0.9666666666666668,0,1.9333333333333331,0.9666666666666668,0.0,0.0333333333333333,0.9823333333333332,ACCEPT,False,original
YO,data/raw_videos/YO/YO_rep_3_112203.mp4,data/landmarks/YO/YO_rep_3_112203_aug_0.npy,data/landmarks_hands_only/YO/YO_rep_3_112203_aug_0.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
BANIO,data/raw_videos/BANIO/BANIO_rep_2_105143.mp4,data/landmarks/BANIO/BANIO_rep_2_105143_aug_0.npy,data/landmarks_hands_only/BANIO/BANIO_rep_2_105143_aug_0.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_143149.mp4,data/landmarks/AYUDA/AYUDA_rep_0_143149.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_143149.npy,60,73.25,1.0,0,1.9166666666666667,0.9166666666666666,0.0833333333333333,0.0,0.9779166666666664,ACCEPT,False,original
BANIO,data/raw_videos/BANIO/BANIO_rep_2_105515.mp4,data/landmarks/BANIO/BANIO_rep_2_105515.npy,data/landmarks_hands_only/BANIO/BANIO_rep_2_105515.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,False,original
TU,data/raw_videos/TU/TU_rep_2_125739.mp4,data/landmarks/TU/TU_rep_2_125739_aug_0.npy,data/landmarks_hands_only/TU/TU_rep_2_125739_aug_0.npy,60,52.25,0.9166666666666666,0,0.9166666666666666,0.0,0.9166666666666666,0.0833333333333333,0.962962962962963,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
SI,data/raw_videos/SI/SI_rep_2_154051.mp4,data/landmarks/SI/SI_rep_2_154051.npy,data/landmarks_hands_only/SI/SI_rep_2_154051.npy,60,50.5,0.8333333333333334,0,0.8333333333333334,0.0,0.8333333333333334,0.1666666666666666,0.925925925925926,ACCEPT,False,original
COMER,data/raw_videos/COMER/COMER_rep_0_115642.mp4,data/landmarks/COMER/COMER_rep_0_115642.npy,data/landmarks_hands_only/COMER/COMER_rep_0_115642.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,False,original
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_1_120910.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_1_120910.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_1_120910.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,False,original
YO,data/raw_videos/YO/YO_rep_3_112119.mp4,data/landmarks/YO/YO_rep_3_112119_aug_0.npy,data/landmarks_hands_only/YO/YO_rep_3_112119_aug_0.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
COMER,data/raw_videos/COMER/COMER_rep_3_115714.mp4,data/landmarks/COMER/COMER_rep_3_115714.npy,data/landmarks_hands_only/COMER/COMER_rep_3_115714.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,False,original
YO,data/raw_videos/YO/YO_rep_0_114831.mp4,data/landmarks/YO/YO_rep_0_114831_aug_0.npy,data/landmarks_hands_only/YO/YO_rep_0_114831_aug_0.npy,60,51.9,0.9,0,0.9,0.0,0.9,0.1,0.9555555555555556,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
HOLA,data/raw_videos/HOLA/HOLA_rep_0_110005.mp4,data/landmarks/HOLA/HOLA_rep_0_110005.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_110005.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,False,original
COMER,data/raw_videos/COMER/COMER_rep_3_105724.mp4,data/landmarks/COMER/COMER_rep_3_105724_aug_0.npy,data/landmarks_hands_only/COMER/COMER_rep_3_105724_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_1_112900.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_1_112900_aug_0.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_1_112900_aug_0.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
NO,data/raw_videos/NO/NO_rep_0_115943.mp4,data/landmarks/NO/NO_rep_0_115943.npy,data/landmarks_hands_only/NO/NO_rep_0_115943.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,False,original
YO,data/raw_videos/YO/YO_rep_0_115007.mp4,data/landmarks/YO/YO_rep_0_115007.npy,data/landmarks_hands_only/YO/YO_rep_0_115007.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,False,original
NO,data/raw_videos/NO/NO_rep_1_115926.mp4,data/landmarks/NO/NO_rep_1_115926_aug_0.npy,data/landmarks_hands_only/NO/NO_rep_1_115926_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
HOLA,data/raw_videos/HOLA/HOLA_rep_0_114301.mp4,data/landmarks/HOLA/HOLA_rep_0_114301_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_114301_aug_0.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
NO,data/raw_videos/NO/NO_rep_2_154531.mp4,data/landmarks/NO/NO_rep_2_154531_aug_0.npy,data/landmarks_hands_only/NO/NO_rep_2_154531_aug_0.npy,60,51.2,0.8666666666666667,0,0.8666666666666667,0.0,0.8666666666666667,0.1333333333333333,0.9407407407407408,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_3_113626.mp4,data/landmarks/GRACIAS/GRACIAS_rep_3_113626_aug_0.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_3_113626_aug_0.npy,60,73.95,0.9833333333333332,0,1.95,0.9666666666666668,0.0166666666666666,0.0166666666666666,0.98675,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
NO,data/raw_videos/NO/NO_rep_1_110416.mp4,data/landmarks/NO/NO_rep_1_110416_aug_0.npy,data/landmarks_hands_only/NO/NO_rep_1_110416_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_1_124258.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_1_124258_aug_0.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_1_124258_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
YO,data/raw_videos/YO/YO_rep_0_114912.mp4,data/landmarks/YO/YO_rep_0_114912_aug_0.npy,data/landmarks_hands_only/YO/YO_rep_0_114912_aug_0.npy,60,52.25,0.9166666666666666,0,0.9166666666666666,0.0,0.9166666666666666,0.0833333333333333,0.962962962962963,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
NO,data/raw_videos/NO/NO_rep_1_110347.mp4,data/landmarks/NO/NO_rep_1_110347_aug_0.npy,data/landmarks_hands_only/NO/NO_rep_1_110347_aug_0.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
TU,data/raw_videos/TU/TU_rep_2_111509.mp4,data/landmarks/TU/TU_rep_2_111509_aug_0.npy,data/landmarks_hands_only/TU/TU_rep_2_111509_aug_0.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_2_112632.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_2_112632.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_2_112632.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,False,original
HOLA,data/raw_videos/HOLA/HOLA_rep_0_114540.mp4,data/landmarks/HOLA/HOLA_rep_0_114540.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_114540.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,False,original
SI,data/raw_videos/SI/SI_rep_2_120300.mp4,data/landmarks/SI/SI_rep_2_120300_aug_0.npy,data/landmarks_hands_only/SI/SI_rep_2_120300_aug_0.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
COMER,data/raw_videos/COMER/COMER_rep_1_105846.mp4,data/landmarks/COMER/COMER_rep_1_105846_aug_0.npy,data/landmarks_hands_only/COMER/COMER_rep_1_105846_aug_0.npy,60,51.55,0.8833333333333333,0,0.8833333333333333,0.0,0.8833333333333333,0.1166666666666666,0.948148148148148,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_0_112532.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_0_112532_aug_0.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_0_112532_aug_0.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
BANIO,data/raw_videos/BANIO/BANIO_rep_1_105017.mp4,data/landmarks/BANIO/BANIO_rep_1_105017.npy,data/landmarks_hands_only/BANIO/BANIO_rep_1_105017.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,False,original
YO,data/raw_videos/YO/YO_rep_1_125431.mp4,data/landmarks/YO/YO_rep_1_125431_aug_0.npy,data/landmarks_hands_only/YO/YO_rep_1_125431_aug_0.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_2_120619.mp4,data/landmarks/AYUDA/AYUDA_rep_2_120619.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_2_120619.npy,60,74.65,1.0,0,1.9833333333333336,0.9833333333333332,0.0166666666666666,0.0,0.9955833333333334,ACCEPT,False,original
BANIO,data/raw_videos/BANIO/BANIO_rep_0_105248.mp4,data/landmarks/BANIO/BANIO_rep_0_105248_aug_0.npy,data/landmarks_hands_only/BANIO/BANIO_rep_0_105248_aug_0.npy,60,52.25,0.9166666666666666,0,0.9166666666666666,0.0,0.9166666666666666,0.0833333333333333,0.962962962962963,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
YO,data/raw_videos/YO/YO_rep_1_114855.mp4,data/landmarks/YO/YO_rep_1_114855_aug_0.npy,data/landmarks_hands_only/YO/YO_rep_1_114855_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
SI,data/raw_videos/SI/SI_rep_1_110846.mp4,data/landmarks/SI/SI_rep_1_110846.npy,data/landmarks_hands_only/SI/SI_rep_1_110846.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,False,original
SI,data/raw_videos/SI/SI_rep_0_120235.mp4,data/landmarks/SI/SI_rep_0_120235_aug_0.npy,data/landmarks_hands_only/SI/SI_rep_0_120235_aug_0.npy,60,54.7,1.0,0,1.0333333333333334,0.0333333333333333,0.9666666666666668,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
TU,data/raw_videos/TU/TU_rep_2_111509.mp4,data/landmarks/TU/TU_rep_2_111509.npy,data/landmarks_hands_only/TU/TU_rep_2_111509.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,False,original
COMER,data/raw_videos/COMER/COMER_rep_0_105659.mp4,data/landmarks/COMER/COMER_rep_0_105659_aug_0.npy,data/landmarks_hands_only/COMER/COMER_rep_0_105659_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_1_121152.mp4,data/landmarks/GRACIAS/GRACIAS_rep_1_121152.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_1_121152.npy,60,74.65,1.0,0,1.9833333333333336,0.9833333333333332,0.0166666666666666,0.0,0.9955833333333334,ACCEPT,False,original
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_1_112825.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_1_112825.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_1_112825.npy,60,51.9,0.9,0,0.9,0.0,0.9,0.1,0.9555555555555556,ACCEPT,False,original
SI,data/raw_videos/SI/SI_rep_0_110805.mp4,data/landmarks/SI/SI_rep_0_110805_aug_0.npy,data/landmarks_hands_only/SI/SI_rep_0_110805_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
COMER,data/raw_videos/COMER/COMER_rep_3_105906.mp4,data/landmarks/COMER/COMER_rep_3_105906_aug_0.npy,data/landmarks_hands_only/COMER/COMER_rep_3_105906_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
NO,data/raw_videos/NO/NO_rep_0_110438.mp4,data/landmarks/NO/NO_rep_0_110438_aug_0.npy,data/landmarks_hands_only/NO/NO_rep_0_110438_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_2_112831.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_2_112831.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_2_112831.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT,False,original
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_2_112831.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_2_112831_aug_0.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_2_112831_aug_0.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
COMER,data/raw_videos/COMER/COMER_rep_0_105840.mp4,data/landmarks/COMER/COMER_rep_0_105840_aug_0.npy,data/landmarks_hands_only/COMER/COMER_rep_0_105840_aug_0.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_3_120625.mp4,data/landmarks/AYUDA/AYUDA_rep_3_120625_aug_0.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_3_120625_aug_0.npy,60,73.25,1.0,0,1.9166666666666667,0.9166666666666666,0.0833333333333333,0.0,0.9779166666666664,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
SI,data/raw_videos/SI/SI_rep_2_110817.mp4,data/landmarks/SI/SI_rep_2_110817_aug_0.npy,data/landmarks_hands_only/SI/SI_rep_2_110817_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
SI,data/raw_videos/SI/SI_rep_2_120213.mp4,data/landmarks/SI/SI_rep_2_120213_aug_0.npy,data/landmarks_hands_only/SI/SI_rep_2_120213_aug_0.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_3_124459.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_3_124459_aug_0.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_3_124459_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
YO,data/raw_videos/YO/YO_rep_2_114954.mp4,data/landmarks/YO/YO_rep_2_114954_aug_0.npy,data/landmarks_hands_only/YO/YO_rep_2_114954_aug_0.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
HOLA,data/raw_videos/HOLA/HOLA_rep_2_110133.mp4,data/landmarks/HOLA/HOLA_rep_2_110133.npy,data/landmarks_hands_only/HOLA/HOLA_rep_2_110133.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,False,original
NO,data/raw_videos/NO/NO_rep_0_110341.mp4,data/landmarks/NO/NO_rep_0_110341_aug_0.npy,data/landmarks_hands_only/NO/NO_rep_0_110341_aug_0.npy,60,52.25,0.9166666666666666,0,0.9166666666666666,0.0,0.9166666666666666,0.0833333333333333,0.962962962962963,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
YO,data/raw_videos/YO/YO_rep_0_114941.mp4,data/landmarks/YO/YO_rep_0_114941.npy,data/landmarks_hands_only/YO/YO_rep_0_114941.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,False,original
HOLA,data/raw_videos/HOLA/HOLA_rep_2_110052.mp4,data/landmarks/HOLA/HOLA_rep_2_110052_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_2_110052_aug_0.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
COMER,data/raw_videos/COMER/COMER_rep_0_105734.mp4,data/landmarks/COMER/COMER_rep_0_105734.npy,data/landmarks_hands_only/COMER/COMER_rep_0_105734.npy,60,52.25,0.9166666666666666,0,0.9166666666666666,0.0,0.9166666666666666,0.0833333333333333,0.962962962962963,ACCEPT,False,original
YO,data/raw_videos/YO/YO_rep_0_115007.mp4,data/landmarks/YO/YO_rep_0_115007_aug_0.npy,data/landmarks_hands_only/YO/YO_rep_0_115007_aug_0.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
HOLA,data/raw_videos/HOLA/HOLA_rep_0_114540.mp4,data/landmarks/HOLA/HOLA_rep_0_114540_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_114540_aug_0.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_114132 copy.mp4,data/landmarks/AYUDA/AYUDA_rep_0_114132 copy_aug_0.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_114132 copy_aug_0.npy,60,74.3,1.0,0,1.9666666666666663,0.9666666666666668,0.0333333333333333,0.0,0.9911666666666666,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
BANIO,data/raw_videos/BANIO/BANIO_rep_3_115547.mp4,data/landmarks/BANIO/BANIO_rep_3_115547.npy,data/landmarks_hands_only/BANIO/BANIO_rep_3_115547.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,False,original
TU,data/raw_videos/TU/TU_rep_2_111729.mp4,data/landmarks/TU/TU_rep_2_111729_aug_0.npy,data/landmarks_hands_only/TU/TU_rep_2_111729_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_2_112942.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_2_112942.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_2_112942.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,False,original
HOLA,data/raw_videos/HOLA/HOLA_rep_3_110058.mp4,data/landmarks/HOLA/HOLA_rep_3_110058_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_3_110058_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
HOLA,data/raw_videos/HOLA/HOLA_rep_3_110024.mp4,data/landmarks/HOLA/HOLA_rep_3_110024_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_3_110024_aug_0.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
BANIO,data/raw_videos/BANIO/BANIO_rep_3_115547.mp4,data/landmarks/BANIO/BANIO_rep_3_115547_aug_0.npy,data/landmarks_hands_only/BANIO/BANIO_rep_3_115547_aug_0.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
TU,data/raw_videos/TU/TU_rep_3_111615.mp4,data/landmarks/TU/TU_rep_3_111615_aug_0.npy,data/landmarks_hands_only/TU/TU_rep_3_111615_aug_0.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_114132.mp4,data/landmarks/AYUDA/AYUDA_rep_0_114132.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_114132.npy,60,71.85,1.0,0,1.85,0.85,0.15,0.0,0.96025,ACCEPT,False,original
HOLA,data/raw_videos/HOLA/HOLA_rep_3_121811.mp4,data/landmarks/HOLA/HOLA_rep_3_121811_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_3_121811_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_2_112720.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_2_112720_aug_0.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_2_112720_aug_0.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
NO,data/raw_videos/NO/NO_rep_1_154431.mp4,data/landmarks/NO/NO_rep_1_154431.npy,data/landmarks_hands_only/NO/NO_rep_1_154431.npy,60,51.55,0.8833333333333333,0,0.8833333333333333,0.0,0.8833333333333333,0.1166666666666666,0.948148148148148,ACCEPT,False,original
HOLA,data/raw_videos/HOLA/HOLA_rep_1_110121.mp4,data/landmarks/HOLA/HOLA_rep_1_110121.npy,data/landmarks_hands_only/HOLA/HOLA_rep_1_110121.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,False,original
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_1_120910.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_1_120910_aug_0.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_1_120910_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
NO,data/raw_videos/NO/NO_rep_3_110428.mp4,data/landmarks/NO/NO_rep_3_110428_aug_0.npy,data/landmarks_hands_only/NO/NO_rep_3_110428_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
HOLA,data/raw_videos/HOLA/HOLA_rep_2_121630.mp4,data/landmarks/HOLA/HOLA_rep_2_121630_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_2_121630_aug_0.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_2_143203.mp4,data/landmarks/AYUDA/AYUDA_rep_2_143203.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_2_143203.npy,60,74.3,1.0,0,1.9666666666666663,0.9666666666666668,0.0333333333333333,0.0,0.9911666666666666,ACCEPT,False,original
TU,data/raw_videos/TU/TU_rep_0_125759.mp4,data/landmarks/TU/TU_rep_0_125759.npy,data/landmarks_hands_only/TU/TU_rep_0_125759.npy,60,51.55,0.8833333333333333,0,0.8833333333333333,0.0,0.8833333333333333,0.1166666666666666,0.948148148148148,ACCEPT,False,original
HOLA,data/raw_videos/HOLA/HOLA_rep_2_114320.mp4,data/landmarks/HOLA/HOLA_rep_2_114320.npy,data/landmarks_hands_only/HOLA/HOLA_rep_2_114320.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,False,original
